Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.01.071.9474.0.50;Κατασκευή στίβου & λοιπές εργασίες στα ΤΕΦΑΑ Πανεπιστημίου στη Θέρμη-αποδυτήρια στα γήπεδα Π1-Π2-Π3-Π6,συνθετικός χλοοτάπητας & ηλεκτροφωτισμός στα γήπεδα Π1-Π2;0,00;22.994,55;22.994,55;22.994,55;0,00;22.994,55;0,00;22.994,55;0,00;22.994,55;0,00;0,00;0,00;-22.994,55;22.994,55;22.994,55
02.01.071.9475;Επενδύσεις Υπ. Υγείας;968,48;21.460,53;22.429,01;21.681,64;747,37;20.713,16;1.715,85;20.713,16;1.715,85;20.713,16;1.715,85;0,00;0,00;-20.713,16;22.429,01;21.681,64
02.01.071.9475.0;Επενδύσεις Υπ. Υγείας;968,48;21.460,53;22.429,01;21.681,64;747,37;20.713,16;1.715,85;20.713,16;1.715,85;20.713,16;1.715,85;0,00;0,00;-20.713,16;22.429,01;21.681,64
02.01.071.9475.0.6;Επενδύσεις Υπ. Υγείας-ΣΑΕ 093-Επισκευή, συντήρηση, βελτίωση εγκαταστάσεων στην κατασκήνωση Αγ. Τριάδος Θες/νίκης;968,48;21.460,53;22.429,01;21.681,64;747,37;20.713,16;1.715,85;20.713,16;1.715,85;20.713,16;1.715,85;0,00;0,00;-20.713,16;22.429,01;21.681,64
02.01.071.9479;Επενδύσεις λοιπών Υπουργείων;574.193,13;7.194.899,86;7.769.092,99;747.899,52;7.021.193,47;747.899,52;7.021.193,47;747.899,52;7.021.193,47;747.899,52;7.021.193,47;0,00;0,00;-747.899,52;7.769.092,99;747.899,52
02.01.071.9479.β;Επενδύσεις Υ.ΠΕ.ΧΩ.Δ.Ε.;478.538,84;7.194.899,86;7.673.438,70;747.899,52;6.925.539,18;747.899,52;6.925.539,18;747.899,52;6.925.539,18;747.899,52;6.925.539,18;0,00;0,00;-747.899,52;7.673.438,70;747.899,52
02.01.071.9479.β.2;Επενδύσεις Υ.ΠΕ.ΧΩ.Δ.Ε. - Δημαρχειακό Μέγαρο Θεσ/νίκης ( 50 010 7300000 021 );0,01;6.975.655,00;6.975.655,01;270.000,00;6.705.655,01;270.000,00;6.705.655,01;270.000,00;6.705.655,01;270.000,00;6.705.655,01;0,00;0,00;-270.000,00;6.975.655,01;270.000,00
02.01.071.9479.β.3;Επενδύσεις Υ.ΠΕ.ΧΩ.Δ.Ε.-Αποκατάσταση Λίμνης Κορώνειας Ν. Θεσσαλονίκης;478.538,83;219.244,86;697.783,69;477.899,52;219.884,17;477.899,52;219.884,17;477.899,52;219.884,17;477.899,52;219.884,17;0,00;0,00;-477.899,52;697.783,69;477.899,52
02.01.071.9479.γ;Επενδύσεις Υπουργείου Εθνικής Άμυνας;35.846,26;0,00;35.846,26;0,00;35.846,26;0,00;35.846,26;0,00;35.846,26;0,00;35.846,26;0,00;0,00;0,00;35.846,26;0,00
02.01.071.9479.δ;Επενδύσεις Υπουργείου Ανάπτυξης;12.434,98;0,00;12.434,98;0,00;12.434,98;0,00;12.434,98;0,00;12.434,98;0,00;12.434,98;0,00;0,00;0,00;12.434,98;0,00
02.01.071.9479.δ.1;Επενδύσεις Υπουργείου Ανάπτυξης - Κέντρο Υποδοχής Επενδυτών ( 33 021 02730006 018 );12.434,98;0,00;12.434,98;0,00;12.434,98;0,00;12.434,98;0,00;12.434,98;0,00;12.434,98;0,00;0,00;0,00;12.434,98;0,00
02.01.071.9479.ε;Επενδύσεις Υπουργειόυ Μεταφορών & Επικοινωνιών;47.373,05;0,00;47.373,05;0,00;47.373,05;0,00;47.373,05;0,00;47.373,05;0,00;47.373,05;0,00;0,00;0,00;47.373,05;0,00
02.01.071.9479.ε.1;Επενδύσεις Υπουργείου Μεταφορών & Επικοινωνιών-ΣΑΕ063/3 Δημιουργία πιστών εξέτασης υποψηφίων οδηγών της Ν.Α. Θεσ/νίκης;47.373,05;0,00;47.373,05;0,00;47.373,05;0,00;47.373,05;0,00;47.373,05;0,00;47.373,05;0,00;0,00;0,00;47.373,05;0,00
02.01.071.9900;Επενδύσεις Ε.Ε. για λοιπόύς σκοπούς;870.375,02;2.753.323,05;3.623.698,07;919.341,90;2.704.356,17;919.341,81;2.704.356,26;919.341,81;2.704.356,26;919.341,81;2.704.356,26;0,00;0,00;-919.341,81;3.623.698,07;919.341,90
02.01.071.9920;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς;870.375,02;2.753.323,05;3.623.698,07;919.341,90;2.704.356,17;919.341,81;2.704.356,26;919.341,81;2.704.356,26;919.341,81;2.704.356,26;0,00;0,00;-919.341,81;3.623.698,07;919.341,90
02.01.071.9929;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς;870.375,02;2.753.323,05;3.623.698,07;919.341,90;2.704.356,17;919.341,81;2.704.356,26;919.341,81;2.704.356,26;919.341,81;2.704.356,26;0,00;0,00;-919.341,81;3.623.698,07;919.341,90
02.01.071.9929.α;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς;32.060,32;0,00;32.060,32;0,00;32.060,32;0,00;32.060,32;0,00;32.060,32;0,00;32.060,32;0,00;0,00;0,00;32.060,32;0,00
02.01.071.9929.α.2;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Δίκτυο κοινωνικής αλληλεγγύης Κ.Ε.Κ.;32.060,32;0,00;32.060,32;0,00;32.060,32;0,00;32.060,32;0,00;32.060,32;0,00;32.060,32;0,00;0,00;0,00;32.060,32;0,00
02.01.071.9929.γ;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Σ.Α.Ε.Π.;838.314,70;2.513.323,05;3.351.637,75;919.341,90;2.432.295,85;919.341,81;2.432.295,94;919.341,81;2.432.295,94;919.341,81;2.432.295,94;0,00;0,00;-919.341,81;3.351.637,75;919.341,90
02.01.071.9929.γ.0;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς Σ.Α.Ε.Π. Γενικά;0,00;1.824.077,49;1.824.077,49;0,00;1.824.077,49;0,00;1.824.077,49;0,00;1.824.077,49;0,00;1.824.077,49;0,00;0,00;0,00;1.824.077,49;0,00
02.01.071.9929.γ.11;"Επενδύσεις  Ε.Ε. για λοιπούς Σκοπούς  ΣΑΕΠ - "" Technoman Perspectives"" (λογ. 002153)";2.194,30;0,00;2.194,30;0,00;2.194,30;0,00;2.194,30;0,00;2.194,30;0,00;2.194,30;0,00;0,00;0,00;2.194,30;0,00
02.01.071.9929.γ.17;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Σ.Α.Ε.Π 008/3.Αποκατάσταση ζημιών από τις πλημμύρες του 2006-έργα αντιπλημμυρικής προστασίας αρμοδιότητας ΝΑΘ;673.477,15;389.245,56;1.062.722,71;829.118,01;233.604,70;829.117,92;233.604,79;829.117,92;233.604,79;829.117,92;233.604,79;0,00;0,00;-829.117,92;1.062.722,71;829.118,01
02.01.071.9929.γ.22;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Σ.Α.Ε.Π 008-Επιχορήγηση Ν.Α. Θεσσαλονίκης για την διοργάνωση πολιτιστικών εκδηλώσεων;0,00;70.000,00;70.000,00;0,00;70.000,00;0,00;70.000,00;0,00;70.000,00;0,00;70.000,00;0,00;0,00;0,00;70.000,00;0,00
02.01.071.9929.γ.25;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Σ.Α.Ε.Π 008-Εργασίες αποκατάστασης οδοστρώματος της επαρχιακής οδού Λαγκαδά-Ρεντίνας στη περιοχή του χειμάρρου Σχολαρίου;0,00;100.000,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00;0,00
02.01.071.9929.γ.26;"Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Σ.Α.Ε.Π 008/8 ""ΕΥΡΙΠΙΔΕΙΑ""";0,00;30.000,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;0,00;0,00;30.000,00;0,00
02.01.071.9929.γ.8;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Σ.Α.Ε.Π.  Δημιουργία προπονητικού κέντρου αθλητισμού στο Δήμο Θερμαϊκού ( 18 026 10800000 019 );162.643,25;100.000,00;262.643,25;90.223,89;172.419,36;90.223,89;172.419,36;90.223,89;172.419,36;90.223,89;172.419,36;0,00;0,00;-90.223,89;262.643,25;90.223,89
02.01.071.9929.δ;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Σ.Α.Μ.Π.;0,00;240.000,00;240.000,00;0,00;240.000,00;0,00;240.000,00;0,00;240.000,00;0,00;240.000,00;0,00;0,00;0,00;240.000,00;0,00
02.01.071.9929.δ.0;Επενδύσεις Ε.Ε. για λοιπούς σκοπούς - Σ.Α.Μ.Π. Γενικά;0,00;240.000,00;240.000,00;0,00;240.000,00;0,00;240.000,00;0,00;240.000,00;0,00;240.000,00;0,00;0,00;0,00;240.000,00;0,00
02.01.072α;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ;77.722.249,65;-28.822.287,09;48.899.962,56;20.069.679,65;28.830.282,91;19.799.651,74;29.100.310,82;19.835.119,35;29.064.843,21;19.709.686,46;29.190.276,10;125.432,89;0,00;-19.799.651,74;48.899.962,56;20.069.679,65
02.01.072α.0000;Πληρωμές για Υπηρεσίες;42.336.048,00;-29.263.614,21;13.072.433,79;5.793.562,87;7.278.870,92;5.552.852,23;7.519.581,56;5.566.721,88;7.505.711,91;5.464.788,99;7.607.644,80;101.932,89;0,00;-5.552.852,23;13.072.433,79;5.793.562,87
02.01.072α.0200;Αμοιβές πολιτικών υπαλλήλων (τακτικοί & Ι.Δ.Α.Χ.);32.243.151,90;-29.912.130,67;2.331.021,23;1.319.116,83;1.011.904,40;1.262.765,37;1.068.255,86;1.262.765,37;1.068.255,86;1.262.765,37;1.068.255,86;0,00;0,00;-1.262.765,37;2.331.021,23;1.319.116,83
02.01.072α.0210;Βασικός Μισθός - Γενικά Επιδόματα;27.239.990,66;-26.269.973,46;970.017,20;672.800,85;297.216,35;632.256,28;337.760,92;632.256,28;337.760,92;632.256,28;337.760,92;0,00;0,00;-632.256,28;970.017,20;672.800,85
02.01.072α.0211;Βασικός Μισθός;22.480.259,96;-21.599.704,49;880.555,47;628.900,82;251.654,65;592.309,08;288.246,39;592.309,08;288.246,39;592.309,08;288.246,39;0,00;0,00;-592.309,08;880.555,47;628.900,82
02.01.072α.0211.α;Βασικός Μισθός;22.480.259,96;-21.599.704,49;880.555,47;628.900,82;251.654,65;592.309,08;288.246,39;592.309,08;288.246,39;592.309,08;288.246,39;0,00;0,00;-592.309,08;880.555,47;628.900,82
02.01.072α.0213;Οικογενειακή παροχή;762.867,76;-746.897,13;15.970,63;5.994,73;9.975,90;4.286,58;11.684,05;4.286,58;11.684,05;4.286,58;11.684,05;0,00;0,00;-4.286,58;15.970,63;5.994,73
02.01.072α.0213.α;Οικογενειακή παροχή;762.867,76;-746.897,13;15.970,63;5.994,73;9.975,90;4.286,58;11.684,05;4.286,58;11.684,05;4.286,58;11.684,05;0,00;0,00;-4.286,58;15.970,63;5.994,73
02.01.072α.0215;Επίδομα θέσης ευθύνης;156.224,04;-116.224,04;40.000,00;33.168,07;6.831,93;33.168,07;6.831,93;33.168,07;6.831,93;33.168,07;6.831,93;0,00;0,00;-33.168,07;40.000,00;33.168,07
02.01.072α.0215.α;Επίδομα θέσης ευθύνης;156.224,04;-116.224,04;40.000,00;33.168,07;6.831,93;33.168,07;6.831,93;33.168,07;6.831,93;33.168,07;6.831,93;0,00;0,00;-33.168,07;40.000,00;33.168,07
02.01.072α.0216;Προσωπική διαφορά (άρθρο 29 του ν.2470/97);1.306.233,58;-1.292.299,16;13.934,42;1.550,55;12.383,87;1.550,55;12.383,87;1.550,55;12.383,87;1.550,55;12.383,87;0,00;0,00;-1.550,55;13.934,42;1.550,55
02.01.072α.0216.α;Προσωπική διαφορά (άρθρο 29 του ν.2470/97);1.306.233,58;-1.292.299,16;13.934,42;1.550,55;12.383,87;1.550,55;12.383,87;1.550,55;12.383,87;1.550,55;12.383,87;0,00;0,00;-1.550,55;13.934,42;1.550,55
02.01.072α.0217;Κίνητρο απόδοσης;1.322.105,32;-1.310.503,32;11.602,00;942,00;10.660,00;942,00;10.660,00;942,00;10.660,00;942,00;10.660,00;0,00;0,00;-942,00;11.602,00;942,00
02.01.072α.0217.α;Κίνητρο απόδοσης;1.322.105,32;-1.310.503,32;11.602,00;942,00;10.660,00;942,00;10.660,00;942,00;10.660,00;942,00;10.660,00;0,00;0,00;-942,00;11.602,00;942,00
02.01.072α.0218;Επιδόματα εορτών Χριστουγέννων, Πάσχα και αδείας;1.070.000,00;-1.063.445,32;6.554,68;2.244,68;4.310,00;0,00;6.554,68;0,00;6.554,68;0,00;6.554,68;0,00;0,00;0,00;6.554,68;2.244,68
02.01.072α.0218.α;Επιδόματα εορτών Χριστουγέννων, Πάσχα και αδείας;1.070.000,00;-1.063.445,32;6.554,68;2.244,68;4.310,00;0,00;6.554,68;0,00;6.554,68;0,00;6.554,68;0,00;0,00;0,00;6.554,68;2.244,68
02.01.072α.0219;Λοιπά γενικά επιδόματα;142.300,00;-140.900,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;0,00;0,00;1.400,00;0,00
02.01.072α.0219.α;Λοιπά γενικά επιδόματα;142.300,00;-140.900,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;0,00;0,00;1.400,00;0,00
02.01.072α.0220;Ειδικά επιδόματα;1.370.000,00;-568.790,00;801.210,00;492.928,98;308.281,02;492.928,98;308.281,02;492.928,98;308.281,02;492.928,98;308.281,02;0,00;0,00;-492.928,98;801.210,00;492.928,98
02.01.072α.0224;Επίδομα δυσμενών και ειδικών συνθηκών εργασίας;700.000,00;770,00;700.770,00;404.889,30;295.880,70;404.889,30;295.880,70;404.889,30;295.880,70;404.889,30;295.880,70;0,00;0,00;-404.889,30;700.770,00;404.889,30
02.01.072α.0224.α;Επίδομα δυσμενών και ειδικών συνθηκών εργασίας;700.000,00;770,00;700.770,00;404.889,30;295.880,70;404.889,30;295.880,70;404.889,30;295.880,70;404.889,30;295.880,70;0,00;0,00;-404.889,30;700.770,00;404.889,30
02.01.072α.0225;Επίδομα επικίνδυνης και ανθυγιεινής εργασίας;70.000,00;-70.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0225.α;Επίδομα επικίνδυνης και ανθυγιεινής εργασίας;70.000,00;-70.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0226;Επίδομα πληροφορικής;60.000,00;-60.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0226.α;Επίδομα πληροφορικής;60.000,00;-60.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0228;Επίδομα προβληματικών και παραμεθόριων περιοχών;10.000,00;-10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0228.α;Επίδομα προβληματικών και παραμεθόριων περιοχών;10.000,00;-10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0229;Λοιπά ειδικά επιδόματα;530.000,00;-429.560,00;100.440,00;88.039,68;12.400,32;88.039,68;12.400,32;88.039,68;12.400,32;88.039,68;12.400,32;0,00;0,00;-88.039,68;100.440,00;88.039,68
02.01.072α.0229.α;;530.000,00;-429.560,00;100.440,00;88.039,68;12.400,32;88.039,68;12.400,32;88.039,68;12.400,32;88.039,68;12.400,32;0,00;0,00;-88.039,68;100.440,00;88.039,68
02.01.072α.0270;Αποδοχές Ιατρών Ε.Σ.Υ.;563.631,24;-563.631,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0271;Βασικός μισθός;240.132,30;-240.132,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0271.α;Βασικός μισθός;240.132,30;-240.132,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0272;Επίδομα χρόνου υπηρεσίας;141.952,27;-141.952,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0272.α;Επίδομα χρόνου υπηρεσίας;141.952,27;-141.952,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0274;Οικογενειακή παροχή;7.803,30;-7.803,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0274.α;Οικογενειακή παροχή;7.803,30;-7.803,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0275;Επίδομα θέσεως ευθύνης;6.822,72;-6.822,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0275.α;Επίδομα θέσεως ευθύνης;6.822,72;-6.822,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0276;Επίδομα νοσοκομειακής απασχόλησης, απόδοσης και ειδικών συνθηκών άσκησης ιατρικού έργου;45.673,67;-45.673,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0276.α;Επίδομα νοσοκομειακής απασχόλησης, απόδοσης και ειδικών συνθηκών άσκησης ιατρικού έργου;45.673,67;-45.673,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0277;Πάγια απόζημίωση συμμετοχής σε σεμινάρια και ενημέρωσης βιβλιοθήκης;36.997,66;-36.997,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0277.α;Πάγια απόζημίωση συμμετοχής σε σεμινάρια και ενημέρωσης βιβλιοθήκης;36.997,66;-36.997,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0279;Λοιπά επιδόματα και αποζημιώσεις;84.249,32;-84.249,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0279.α;Λοιπά επιδόματα και αποζημιώσεις;84.249,32;-84.249,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.072α.0280;Διάφορες αποζημιώσεις;469.530,00;-22.953,90;446.576,10;118.024,95;328.551,15;115.279,50;331.296,60;115.279,50;331.296,60;115.279,50;331.296,60;0,00;0,00;-115.279,50;446.576,10;118.024,95
02.01.072α.0282;Αποζημίωση υπαλλ. που τελούν σε εκπαιδ. άδεια;80.000,00;0,00;80.000,00;24.593,89;55.406,11;24.593,89;55.406,11;24.593,89;55.406,11;24.593,89;55.406,11;0,00;0,00;-24.593,89;80.000,00;24.593,89
02.01.072α.0282.α;Αποζημίωση υπαλλ. που τελούν σε εκπαιδ. άδεια;80.000,00;0,00;80.000,00;24.593,89;55.406,11;24.593,89;55.406,11;24.593,89;55.406,11;24.593,89;55.406,11;0,00;0,00;-24.593,89;80.000,00;24.593,89
02.01.072α.0283;Αποζημίωση προσωπικού που απολύεται, συνταξιοδοτείται ή καταγγέλλεται η σύμβαση εργασίας;120.000,00;0,00;120.000,00;34.939,64;85.060,36;34.939,64;85.060,36;34.939,64;85.060,36;34.939,64;85.060,36;0,00;0,00;-34.939,64;120.000,00;34.939,64
02.01.072α.0283.α;Αποζημίωση προσωπικού που απολύεται, συνταξιοδοτείται ή καταγγέλλεται η σύμβαση εργασίας;120.000,00;0,00;120.000,00;34.939,64;85.060,36;34.939,64;85.060,36;34.939,64;85.060,36;34.939,64;85.060,36;0,00;0,00;-34.939,64;120.000,00;34.939,64
02.01.072α.0284;Επίδομα υπηρεσίας στην αλλοδαπή;139.530,00;0,00;139.530,00;0,00;139.530,00;0,00;139.530,00;0,00;139.530,00;0,00;139.530,00;0,00;0,00;0,00;139.530,00;0,00
02.01.072α.0284.α;Επίδομα υπηρεσίας στην αλλοδαπή;139.530,00;0,00;139.530,00;0,00;139.530,00;0,00;139.530,00;0,00;139.530,00;0,00;139.530,00;0,00;0,00;0,00;139.530,00;0,00
02.01.072α.0288;Καταβολή αποδοχών, επιδομάτων κ.λ.π. παρελθόντων ετών σε εκτέλεση δικαστικών αποφάσεων;40.000,00;0,00;40.000,00;5.769,84;34.230,16;5.769,84;34.230,16;5.769,84;34.230,16;5.769,84;34.230,16;0,00;0,00;-5.769,84;40.000,00;5.769,84
02.01.072α.0288.α;Καταβολή αποδοχών, επιδομάτων κ.λ.π. παρελθόντων ετών σε εκτέλεση δικαστικών αποφάσεων;40.000,00;0,00;40.000,00;5.769,84;34.230,16;5.769,84;34.230,16;5.769,84;34.230,16;5.769,84;34.230,16;0,00;0,00;-5.769,84;40.000,00;5.769,84
02.01.072α.0289;Λοιπές αποζημιώσεις;90.000,00;-22.953,90;67.046,10;52.721,58;14.324,52;49.976,13;17.069,97;49.976,13;17.069,97;49.976,13;17.069,97;0,00;0,00;-49.976,13;67.046,10;52.721,58
02.01.072α.0289.α;Λοιπές αποζημιώσεις;90.000,00;-22.953,90;67.046,10;52.721,58;14.324,52;49.976,13;17.069,97;49.976,13;17.069,97;49.976,13;17.069,97;0,00;0,00;-49.976,13;67.046,10;52.721,58
02.01.072α.0290;Εισφορές για την κοινωνικη ασφάλιση;2.600.000,00;-2.486.782,07;113.217,93;35.362,05;77.855,88;22.300,61;90.917,32;22.300,61;90.917,32;22.300,61;90.917,32;0,00;0,00;-22.300,61;113.217,93;35.362,05
02.01.072α.0291;Εισφορές στι ΙΚΑ;1.000.000,00;-903.229,68;96.770,32;33.678,54;63.091,78;20.617,10;76.153,22;20.617,10;76.153,22;20.617,10;76.153,22;0,00;0,00;-20.617,10;96.770,32;33.678,54
02.01.072α.0291.α;Εισφορές στο ΙΚΑ;1.000.000,00;-903.229,68;96.770,32;33.678,54;63.091,78;20.617,10;76.153,22;20.617,10;76.153,22;20.617,10;76.153,22;0,00;0,00;-20.617,10;96.770,32;33.678,54
02.01.072α.0292;Εισφορές σε λοιπούς ασφαλιστικούς οργανισμούς;1.600.000,00;-1.583.552,39;16.447,61;1.683,51;14.764,10;1.683,51;14.764,10;1.683,51;14.764,10;1.683,51;14.764,10;0,00;0,00;-1.683,51;16.447,61;1.683,51
02.01.072α.0292.α;Εισφορές σε λοιπούς ασφαλιστικούς οργανισμούς;1.600.000,00;-1.583.552,39;16.447,61;1.683,51;14.764,10;1.683,51;14.764,10;1.683,51;14.764,10;1.683,51;14.764,10;0,00;0,00;-1.683,51;16.447,61;1.683,51
