Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.01.151.2710;Βοηθήματα για υγειονομική περίθαλψη;8.500.000,00;1.571.571,02;10.071.571,02;8.759.314,04;1.312.256,98;8.759.314,04;1.312.256,98;8.759.314,04;1.312.256,98;8.759.314,04;1.312.256,98;0,00;0,00;-8.759.314,04;10.071.571,02;8.759.314,04
02.01.151.2713;Βοηθήματα σε νεφροπαθείς;8.500.000,00;1.571.571,02;10.071.571,02;8.759.314,04;1.312.256,98;8.759.314,04;1.312.256,98;8.759.314,04;1.312.256,98;8.759.314,04;1.312.256,98;0,00;0,00;-8.759.314,04;10.071.571,02;8.759.314,04
02.01.191;ΥΠΗΡΕΣΙΕΣ ΠΡΩΤΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ;8.415.215,00;1.941.251,12;10.356.466,12;2.221.973,55;8.134.492,57;2.225.976,61;8.130.489,51;2.078.810,54;8.277.655,58;2.078.810,54;8.277.655,58;0,00;0,00;-2.225.976,61;10.356.466,12;2.221.973,55
02.01.191.0000;Πληρωμές για Υπηρεσίες;8.415.215,00;1.941.251,12;10.356.466,12;2.221.973,55;8.134.492,57;2.225.976,61;8.130.489,51;2.078.810,54;8.277.655,58;2.078.810,54;8.277.655,58;0,00;0,00;-2.225.976,61;10.356.466,12;2.221.973,55
02.01.191.0500;Πρόσθετες & παραπόμενες παροχές;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;0,00;0,00;6.600,00;0,00
02.01.191.0510;Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφορές);6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;0,00;0,00;6.600,00;0,00
02.01.191.0517;Αμοιβές ωρομίσθιων εκπαιδευτικών και λοιπών προσώπων για την προσφορά διδακτικού έργου;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;6.600,00;0,00;0,00;0,00;6.600,00;0,00
02.01.191.0800;Πληρωμές για λοιπές υπηρεσίες;8.408.615,00;1.941.251,12;10.349.866,12;2.221.973,55;8.127.892,57;2.225.976,61;8.123.889,51;2.078.810,54;8.271.055,58;2.078.810,54;8.271.055,58;0,00;0,00;-2.225.976,61;10.349.866,12;2.221.973,55
02.01.191.0820;Μεταφορές, επικοινωνίες;8.408.615,00;1.941.251,12;10.349.866,12;2.221.973,55;8.127.892,57;2.225.976,61;8.123.889,51;2.078.810,54;8.271.055,58;2.078.810,54;8.271.055,58;0,00;0,00;-2.225.976,61;10.349.866,12;2.221.973,55
02.01.191.0821;Μεταφορά μαθητών;8.408.615,00;1.941.251,12;10.349.866,12;2.221.973,55;8.127.892,57;2.225.976,61;8.123.889,51;2.078.810,54;8.271.055,58;2.078.810,54;8.271.055,58;0,00;0,00;-2.225.976,61;10.349.866,12;2.221.973,55
02.01.192;ΥΠΗΡΕΣΙΕΣ ΔΕΥΤΕΡΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ;7.400.615,00;2.314.151,12;9.714.766,12;2.373.963,83;7.340.802,29;2.411.632,75;7.303.133,37;2.372.866,83;7.341.899,29;2.372.866,83;7.341.899,29;0,00;0,00;-2.411.632,75;9.714.766,12;2.373.963,83
02.01.192.0000;Πληρωμές για Υπηρεσίες;7.400.615,00;2.314.151,12;9.714.766,12;2.373.963,83;7.340.802,29;2.411.632,75;7.303.133,37;2.372.866,83;7.341.899,29;2.372.866,83;7.341.899,29;0,00;0,00;-2.411.632,75;9.714.766,12;2.373.963,83
02.01.192.0800;Πληρωμές για λοιπές υπηρεσίες;7.400.615,00;2.314.151,12;9.714.766,12;2.373.963,83;7.340.802,29;2.411.632,75;7.303.133,37;2.372.866,83;7.341.899,29;2.372.866,83;7.341.899,29;0,00;0,00;-2.411.632,75;9.714.766,12;2.373.963,83
02.01.192.0820;Μεταφορές, επικοινωνίες;7.400.615,00;2.314.151,12;9.714.766,12;2.373.963,83;7.340.802,29;2.411.632,75;7.303.133,37;2.372.866,83;7.341.899,29;2.372.866,83;7.341.899,29;0,00;0,00;-2.411.632,75;9.714.766,12;2.373.963,83
02.01.192.0821;Μεταφορά μαθητών;7.400.615,00;2.314.151,12;9.714.766,12;2.373.963,83;7.340.802,29;2.411.632,75;7.303.133,37;2.372.866,83;7.341.899,29;2.372.866,83;7.341.899,29;0,00;0,00;-2.411.632,75;9.714.766,12;2.373.963,83
02.01.291;ΥΠΗΡΕΣΙΕΣ ΓΕΩΡΓΙΑΣ;21.861,00;88.133,69;109.994,69;32.420,34;77.574,35;32.420,34;77.574,35;33.420,34;76.574,35;32.420,34;77.574,35;1.000,00;0,00;-32.420,34;109.994,69;32.420,34
02.01.291.0000;Πληρωμές για Υπηρεσίες;0,00;4.279,00;4.279,00;4.259,20;19,80;4.259,20;19,80;4.259,20;19,80;4.259,20;19,80;0,00;0,00;-4.259,20;4.279,00;4.259,20
02.01.291.0500;Πρόσθετες & παραπόμενες παροχές;0,00;4.279,00;4.279,00;4.259,20;19,80;4.259,20;19,80;4.259,20;19,80;4.259,20;19,80;0,00;0,00;-4.259,20;4.279,00;4.259,20
02.01.291.0510;Πρόσθετες παροχές(περιλαμβάνονται και οι ασφαλιστικές εισφορές);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.291.0512;Αμοιβή για εργασία κατά τις εξαιρέσιμες ημέρες και νυχτερνές ώρες;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.291.0560;Λοιπές παροχές , αποζημιώσεις και οικονομικές ενισχύσεις;0,00;4.279,00;4.279,00;4.259,20;19,80;4.259,20;19,80;4.259,20;19,80;4.259,20;19,80;0,00;0,00;-4.259,20;4.279,00;4.259,20
02.01.291.0567;Αποζημίωση ελεγκτών γεωπόνων κτηνιάτρων που διενεργούν φυτοϋγειονομικούς ελέγχους ποιότητας καταλληλότητας;0,00;4.279,00;4.279,00;4.259,20;19,80;4.259,20;19,80;4.259,20;19,80;4.259,20;19,80;0,00;0,00;-4.259,20;4.279,00;4.259,20
02.01.291.5000;Δαπάνες που δεν εντάσσονται σε άλλες κατηγορίες;21.861,00;83.854,69;105.715,69;28.161,14;77.554,55;28.161,14;77.554,55;29.161,14;76.554,55;28.161,14;77.554,55;1.000,00;0,00;-28.161,14;105.715,69;28.161,14
02.01.291.5200;Διάφορες σύνθετες δαπάνες;21.861,00;80.931,88;102.792,88;28.161,14;74.631,74;28.161,14;74.631,74;29.161,14;73.631,74;28.161,14;74.631,74;1.000,00;0,00;-28.161,14;102.792,88;28.161,14
02.01.291.5240;Δαπάνες αγροτικών δραστηριοτήτων και δασοπροστασίας;21.861,00;80.931,88;102.792,88;28.161,14;74.631,74;28.161,14;74.631,74;29.161,14;73.631,74;28.161,14;74.631,74;1.000,00;0,00;-28.161,14;102.792,88;28.161,14
02.01.291.5244;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;21.861,00;80.931,88;102.792,88;28.161,14;74.631,74;28.161,14;74.631,74;29.161,14;73.631,74;28.161,14;74.631,74;1.000,00;0,00;-28.161,14;102.792,88;28.161,14
02.01.291.5244.α;Αγροτοπεριβαντολογικά;0,00;19.200,00;19.200,00;9.805,13;9.394,87;9.805,13;9.394,87;10.805,13;8.394,87;9.805,13;9.394,87;1.000,00;0,00;-9.805,13;19.200,00;9.805,13
02.01.291.5244.α.1;Αγροτοπεριβαντολογικά-Οδοιπορικά;0,00;17.200,00;17.200,00;9.805,13;7.394,87;9.805,13;7.394,87;9.805,13;7.394,87;9.805,13;7.394,87;0,00;0,00;-9.805,13;17.200,00;9.805,13
02.01.291.5244.α.3;Αγροτοπεριβαντολογικά-Λοιπές Προμήθειες;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;2.000,00;1.000,00;1.000,00;0,00;2.000,00;1.000,00;0,00;0,00;2.000,00;0,00
02.01.291.5244.ε;Τηλεπισκόπιση-Γεωργικές Στατιστικές;1.533,00;2.605,00;4.138,00;0,00;4.138,00;0,00;4.138,00;0,00;4.138,00;0,00;4.138,00;0,00;0,00;0,00;4.138,00;0,00
02.01.291.5244.ε.1;Τηλεπισκόπιση Γεωργικές στατιστικές -Οδοιπορικά;1.533,00;2.605,00;4.138,00;0,00;4.138,00;0,00;4.138,00;0,00;4.138,00;0,00;4.138,00;0,00;0,00;0,00;4.138,00;0,00
02.01.291.5244.ζ;Πρόγραμμα RICA;18.000,00;44.700,00;62.700,00;13.878,29;48.821,71;13.878,29;48.821,71;13.878,29;48.821,71;13.878,29;48.821,71;0,00;0,00;-13.878,29;62.700,00;13.878,29
02.01.291.5244.ζ.1;Πρόγραμμα RICA-Οδοιπορικά;18.000,00;44.700,00;62.700,00;13.878,29;48.821,71;13.878,29;48.821,71;13.878,29;48.821,71;13.878,29;48.821,71;0,00;0,00;-13.878,29;62.700,00;13.878,29
02.01.291.5244.η;Ποιοτικός έλεγχος;0,00;5.165,46;5.165,46;3.939,54;1.225,92;3.939,54;1.225,92;3.939,54;1.225,92;3.939,54;1.225,92;0,00;0,00;-3.939,54;5.165,46;3.939,54
02.01.291.5244.η.1;Ποιοτικός έλεγχος-Οδοιπορικά;0,00;5.165,46;5.165,46;3.939,54;1.225,92;3.939,54;1.225,92;3.939,54;1.225,92;3.939,54;1.225,92;0,00;0,00;-3.939,54;5.165,46;3.939,54
02.01.291.5244.θ;Φυτοπροστασία - Απεντομώσεις;2.328,00;8.261,42;10.589,42;538,18;10.051,24;538,18;10.051,24;538,18;10.051,24;538,18;10.051,24;0,00;0,00;-538,18;10.589,42;538,18
02.01.291.5244.θ.1;Φυτοπροστασία , Απεντομώσεις-Οδοιπορικά;2.328,00;3.530,00;5.858,00;0,00;5.858,00;0,00;5.858,00;0,00;5.858,00;0,00;5.858,00;0,00;0,00;0,00;5.858,00;0,00
02.01.291.5244.θ.3;Φυτοπροστασία,  Απεντομώσεις-Λοιπές δαπάνες;0,00;4.731,42;4.731,42;538,18;4.193,24;538,18;4.193,24;538,18;4.193,24;538,18;4.193,24;0,00;0,00;-538,18;4.731,42;538,18
02.01.291.5244.ιγ;Πρόγραμμα Μελισσοκομίας;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.291.5300;Προγρ'αμματα χρηματοδοτούμενα απο την Ε.Ε.;0,00;2.922,81;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;0,00;0,00;2.922,81;0,00
02.01.291.5320;Δαπάνες γεωργικού προσανατολισμού και ειδικών γεωργικών ενεργειών;0,00;2.922,81;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;0,00;0,00;2.922,81;0,00
02.01.291.5329;Λοιπες γεωργικές δαπάνες;0,00;2.922,81;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;0,00;0,00;2.922,81;0,00
02.01.291.5329.β;Λοιπες γεωργικές δαπάνες;0,00;2.922,81;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;2.922,81;0,00;0,00;0,00;2.922,81;0,00
02.01.291.5329.β.1;Λοιπες γεωργικές δαπάνες -Οδοιπορικά;0,00;1.122,81;1.122,81;0,00;1.122,81;0,00;1.122,81;0,00;1.122,81;0,00;1.122,81;0,00;0,00;0,00;1.122,81;0,00
02.01.291.5329.β.3;Λοιπες γεωργικές δαπάνες - Λοιπές δαπάνες;0,00;1.800,00;1.800,00;0,00;1.800,00;0,00;1.800,00;0,00;1.800,00;0,00;1.800,00;0,00;0,00;0,00;1.800,00;0,00
02.01.292;ΥΠΗΡΕΣΙΕΣ ΚΤΗΝΟΤΡΟΦΙΑΣ;37.650,00;202.820,93;240.470,93;44.013,38;196.457,55;44.013,38;196.457,55;39.786,57;200.684,36;38.286,57;202.184,36;1.500,00;0,00;-44.013,38;240.470,93;44.013,38
02.01.292.0000;Πληρωμές για Υπηρεσίες;0,00;90.375,38;90.375,38;31.643,77;58.731,61;31.643,77;58.731,61;25.916,96;64.458,42;25.916,96;64.458,42;0,00;0,00;-31.643,77;90.375,38;31.643,77
02.01.292.0300;Αμοιβές υπαλλήλων με σχέση εργασίας Ι.Δ. ορισμένου χρόνου και ειδικών κατηγοριών;0,00;61.588,76;61.588,76;25.916,96;35.671,80;25.916,96;35.671,80;25.916,96;35.671,80;25.916,96;35.671,80;0,00;0,00;-25.916,96;61.588,76;25.916,96
02.01.292.0340;Αποδοχές εργατοτεχνικού, εποχιακού και λοιπου προσωπικού;0,00;49.836,40;49.836,40;21.002,76;28.833,64;21.002,76;28.833,64;21.002,76;28.833,64;21.002,76;28.833,64;0,00;0,00;-21.002,76;49.836,40;21.002,76
02.01.292.0342;Αμοιβές προσωπικού με σχέση εργασίας ιδιωτικού δικαίου ορισμένου χρόνου γενικά;0,00;49.836,40;49.836,40;21.002,76;28.833,64;21.002,76;28.833,64;21.002,76;28.833,64;21.002,76;28.833,64;0,00;0,00;-21.002,76;49.836,40;21.002,76
02.01.292.0350;Εισφορές στην κοινωνική ασφάλιση;0,00;11.752,36;11.752,36;4.914,20;6.838,16;4.914,20;6.838,16;4.914,20;6.838,16;4.914,20;6.838,16;0,00;0,00;-4.914,20;11.752,36;4.914,20
02.01.292.0352;Εισφορές σε ασφαλιστικούς οργανισμούς προσωπικού με σχέση εργασίας ιδιωτικού δικαίου ορισμένου χρόνου γενικά;0,00;11.752,36;11.752,36;4.914,20;6.838,16;4.914,20;6.838,16;4.914,20;6.838,16;4.914,20;6.838,16;0,00;0,00;-4.914,20;11.752,36;4.914,20
02.01.292.0500;Πρόσθετες και παρεπόμενες παροχές;0,00;25.378,15;25.378,15;5.726,81;19.651,34;5.726,81;19.651,34;0,00;25.378,15;0,00;25.378,15;0,00;0,00;-5.726,81;25.378,15;5.726,81
02.01.292.0510;Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφορές);0,00;3.248,15;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;0,00;0,00;3.248,15;0,00
02.01.292.0511;Αποζημίωση για υπερωριακή εργασία;0,00;1.779,75;1.779,75;0,00;1.779,75;0,00;1.779,75;0,00;1.779,75;0,00;1.779,75;0,00;0,00;0,00;1.779,75;0,00
02.01.292.0512;Αμοιβή για εργασία κατά τις εξαιρέσιμες ημέρες και νυχτερνές ώρες;0,00;1.468,40;1.468,40;0,00;1.468,40;0,00;1.468,40;0,00;1.468,40;0,00;1.468,40;0,00;0,00;0,00;1.468,40;0,00
02.01.292.0560;Λοιπές παροχές , αποζημιώσεις και οικονομικές ενισχύσεις;0,00;22.130,00;22.130,00;5.726,81;16.403,19;5.726,81;16.403,19;0,00;22.130,00;0,00;22.130,00;0,00;0,00;-5.726,81;22.130,00;5.726,81
02.01.292.0567;Αποζημίωση ελεγκτών γεωπόνων κτηνιάτρων που διενεργούν φυτοϋγειονομικούς ελέγχους ποιότητας καταλληλότητας;0,00;22.130,00;22.130,00;5.726,81;16.403,19;5.726,81;16.403,19;0,00;22.130,00;0,00;22.130,00;0,00;0,00;-5.726,81;22.130,00;5.726,81
02.01.292.0700;Πληρωμές για μετακινήσεις;0,00;3.408,47;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;0,00;0,00;3.408,47;0,00
02.01.292.0710;Πληρωμές για μετακινήσεις;0,00;3.408,47;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;0,00;0,00;3.408,47;0,00
02.01.292.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);0,00;3.408,47;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;0,00;0,00;3.408,47;0,00
02.01.292.0711.α;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);0,00;3.408,47;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;3.408,47;0,00;0,00;0,00;3.408,47;0,00
02.01.292.5000;Δαπάνες που δεν εντάσσονται σε άλλες κατηγορίες;37.650,00;112.445,55;150.095,55;12.369,61;137.725,94;12.369,61;137.725,94;13.869,61;136.225,94;12.369,61;137.725,94;1.500,00;0,00;-12.369,61;150.095,55;12.369,61
02.01.292.5200;Διάφορες σύνθετες δαπάνες;37.650,00;112.445,55;150.095,55;12.369,61;137.725,94;12.369,61;137.725,94;13.869,61;136.225,94;12.369,61;137.725,94;1.500,00;0,00;-12.369,61;150.095,55;12.369,61
02.01.292.5240;Δαπάνες αγροτικών δραστηριοτήτων και δασοπροστασίας;37.650,00;112.445,55;150.095,55;12.369,61;137.725,94;12.369,61;137.725,94;13.869,61;136.225,94;12.369,61;137.725,94;1.500,00;0,00;-12.369,61;150.095,55;12.369,61
02.01.292.5244;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;37.650,00;112.445,55;150.095,55;12.369,61;137.725,94;12.369,61;137.725,94;13.869,61;136.225,94;12.369,61;137.725,94;1.500,00;0,00;-12.369,61;150.095,55;12.369,61
02.01.292.5244.β;Τεχνητή σπερματέγχυση;0,00;16.641,96;16.641,96;0,00;16.641,96;0,00;16.641,96;0,00;16.641,96;0,00;16.641,96;0,00;0,00;0,00;16.641,96;0,00
02.01.292.5244.β.1;Τεχνητή σπερματέγχυση-Οδοιπορικά;0,00;16.641,96;16.641,96;0,00;16.641,96;0,00;16.641,96;0,00;16.641,96;0,00;16.641,96;0,00;0,00;0,00;16.641,96;0,00
02.01.292.5244.γ;Πρόγραμμα φυματίωσης - βρουκέλωσης ( εξυγίανση κτηνοτροφικού κεφαλαίου);35.000,00;73.786,23;108.786,23;11.195,89;97.590,34;11.195,89;97.590,34;11.195,89;97.590,34;11.195,89;97.590,34;0,00;0,00;-11.195,89;108.786,23;11.195,89
02.01.292.5244.γ.1;Πρόγραμμα Eξυγίανσης Κτηνοτροφικού Κεφαλαίου (φυματίωσης - βρουκέλωσης κ.λ.π ) - Οδοιπορικά;30.000,00;68.786,23;98.786,23;11.195,89;87.590,34;11.195,89;87.590,34;11.195,89;87.590,34;11.195,89;87.590,34;0,00;0,00;-11.195,89;98.786,23;11.195,89
02.01.292.5244.γ.4;ΕΞΥΓΙΑΝΣΗ ΚΤΗΝΟΤΡΟΦΙΚΟΥ ΚΕΦΑΛΑΙΟΥ Δ/ΝΣΗ ΚΤΗΝΙΑΤΡΙΚΗΣ;5.000,00;5.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.292.5244.δ;Πρόγραμμα Ο.Σ.Δ.Ε.;2.650,00;13.431,64;16.081,64;1.173,72;14.907,92;1.173,72;14.907,92;1.173,72;14.907,92;1.173,72;14.907,92;0,00;0,00;-1.173,72;16.081,64;1.173,72
02.01.292.5244.δ.1;Πρόγραμμα Ο.Σ.Δ.Ε.-Οδοιπορικά;1.000,00;8.243,70;9.243,70;107,58;9.136,12;107,58;9.136,12;107,58;9.136,12;107,58;9.136,12;0,00;0,00;-107,58;9.243,70;107,58
02.01.292.5244.δ.3;Πρόγραμμα Ο.Σ.Δ.Ε.-Λοιπές δαπάνες;650,00;4.170,89;4.820,89;1.066,14;3.754,75;1.066,14;3.754,75;1.066,14;3.754,75;1.066,14;3.754,75;0,00;0,00;-1.066,14;4.820,89;1.066,14
02.01.292.5244.δ.4;ΟΣΔΕ Δ/ΝΣΗΣ ΕΔΡΑΣ ΚΤΗΝΙΑΤΡΙΚΗΣ;1.000,00;1.017,05;2.017,05;0,00;2.017,05;0,00;2.017,05;0,00;2.017,05;0,00;2.017,05;0,00;0,00;0,00;2.017,05;0,00
02.01.292.5244.ε;Προμήθεια υλικών σχετικά με τη Γρίπη των Πτηνών;0,00;8.254,83;8.254,83;0,00;8.254,83;0,00;8.254,83;1.500,00;6.754,83;0,00;8.254,83;1.500,00;0,00;0,00;8.254,83;0,00
02.01.292.5244.η;Απομόνωση & διατήρηση σε ασφαλείς χώρους των άγριων πτηνών που αποτελούν πιθανές πηγές της γρίπης των πτηνών;0,00;330,89;330,89;0,00;330,89;0,00;330,89;0,00;330,89;0,00;330,89;0,00;0,00;0,00;330,89;0,00
02.01.293;ΥΠΗΡΕΣΙΕΣ ΑΛΙΕΙΑΣ;0,00;292,98;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;0,00;0,00;292,98;0,00
02.01.293.0000;Πληρωμές για Υπηρεσίες;0,00;292,98;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;0,00;0,00;292,98;0,00
02.01.293.0700;Πληρωμές για μετακινήσεις;0,00;292,98;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;0,00;0,00;292,98;0,00
02.01.293.0710;Πληρωμές για μετακινήσεις;0,00;292,98;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;0,00;0,00;292,98;0,00
02.01.293.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);0,00;292,98;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;0,00;0,00;292,98;0,00
02.01.293.0711.α;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);0,00;292,98;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;292,98;0,00;0,00;0,00;292,98;0,00
02.01.294;ΥΠΗΡΕΣΙΕΣ ΕΓΓΕΙΩΝ ΒΕΛΤΙΩΣΕΩΝ;3.360,00;15.267,18;18.627,18;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;0,00;0,00;-4.985,44;18.627,18;4.985,44
02.01.294.5000;Δαπάνες που δεν εντάσσονται σε άλλες κατηγορίες;3.360,00;15.267,18;18.627,18;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;0,00;0,00;-4.985,44;18.627,18;4.985,44
02.01.294.5200;Διάφορες σύνθετες δαπάνες;3.360,00;15.267,18;18.627,18;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;0,00;0,00;-4.985,44;18.627,18;4.985,44
02.01.294.5240;Δαπάνες αγροτικών δραστηριοτήτων κια δασοπροστασίας;3.360,00;15.267,18;18.627,18;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;0,00;0,00;-4.985,44;18.627,18;4.985,44
02.01.294.5244;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;3.360,00;15.267,18;18.627,18;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;4.985,44;13.641,74;0,00;0,00;-4.985,44;18.627,18;4.985,44
02.01.294.5244.α;Πρόγραμμα αγροτικού εξηλεκτρισμού;3.360,00;12.814,18;16.174,18;4.985,44;11.188,74;4.985,44;11.188,74;4.985,44;11.188,74;4.985,44;11.188,74;0,00;0,00;-4.985,44;16.174,18;4.985,44
02.01.294.5244.α.1;Οδοιπορικά;3.360,00;12.000,00;15.360,00;4.985,44;10.374,56;4.985,44;10.374,56;4.985,44;10.374,56;4.985,44;10.374,56;0,00;0,00;-4.985,44;15.360,00;4.985,44
