Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.00.725.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;3.194,07;3.194,07;2.380,20;813,87;5.574,27;0,00;5.574,27;-2.380,20;5.574,27;-2.380,20;0,00;0,00;-2.380,20;3.194,07
06.00.725.3510;Τόκοι κεφαλαίων;0,00;3.194,07;3.194,07;2.380,20;813,87;5.574,27;0,00;5.574,27;-2.380,20;5.574,27;-2.380,20;0,00;0,00;-2.380,20;3.194,07
06.00.725.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;3.194,07;3.194,07;2.380,20;813,87;5.574,27;0,00;5.574,27;-2.380,20;5.574,27;-2.380,20;0,00;0,00;-2.380,20;3.194,07
06.00.725.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002459-76).;0,00;3.194,07;3.194,07;2.380,20;813,87;5.574,27;0,00;5.574,27;-2.380,20;5.574,27;-2.380,20;0,00;0,00;-2.380,20;3.194,07
06.00.725.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;100.000,00;107.906,63;207.906,63;0,00;207.906,63;0,00;0,00;0,00;207.906,63;0,00;207.906,63;0,00;0,00;0,00;207.906,63
06.00.725.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2459-76);100.000,00;107.906,63;207.906,63;0,00;207.906,63;0,00;0,00;0,00;207.906,63;0,00;207.906,63;0,00;0,00;0,00;207.906,63
06.01;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ;57.195.538,72;20.315.915,63;77.511.454,35;32.051.458,66;45.459.995,69;32.050.457,66;0,00;32.050.457,66;45.460.996,69;32.050.457,66;45.460.996,69;0,00;0,00;-32.051.458,66;77.511.454,35
06.01.071;ΥΠΗΡΕΣΙΕΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ - ΣΧΕΔΙΑΣΜΟΥ (Π.Δ.Ε.);4.778.231,24;-108.298,87;4.669.932,37;302.696,71;4.367.235,66;302.696,71;0,00;302.696,71;4.367.235,66;302.696,71;4.367.235,66;0,00;0,00;-302.696,71;4.669.932,37
06.01.071.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;5.107,22;5.107,22;11.051,51;-5.944,29;11.051,51;0,00;11.051,51;-5.944,29;11.051,51;-5.944,29;0,00;0,00;-11.051,51;5.107,22
06.01.071.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;5.107,22;5.107,22;11.051,51;-5.944,29;11.051,51;0,00;11.051,51;-5.944,29;11.051,51;-5.944,29;0,00;0,00;-11.051,51;5.107,22
06.01.071.3510;Τόκοι κεφαλαίων;0,00;5.107,22;5.107,22;11.051,51;-5.944,29;11.051,51;0,00;11.051,51;-5.944,29;11.051,51;-5.944,29;0,00;0,00;-11.051,51;5.107,22
06.01.071.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;5.107,22;5.107,22;11.051,51;-5.944,29;11.051,51;0,00;11.051,51;-5.944,29;11.051,51;-5.944,29;0,00;0,00;-11.051,51;5.107,22
06.01.071.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002482-92).;0,00;5.107,22;5.107,22;9.962,62;-4.855,40;9.962,62;0,00;9.962,62;-4.855,40;9.962,62;-4.855,40;0,00;0,00;-9.962,62;5.107,22
06.01.071.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (12-582337-0).;0,00;0,00;0,00;1.088,89;-1.088,89;1.088,89;0,00;1.088,89;-1.088,89;1.088,89;-1.088,89;0,00;0,00;-1.088,89;0,00
06.01.071.9000;Έσοδα απο επιχορηγήσεις κλπ για επενδύσεις;776.824,31;-222.738,44;554.085,87;291.645,20;262.440,67;291.645,20;0,00;291.645,20;262.440,67;291.645,20;262.440,67;0,00;0,00;-291.645,20;554.085,87
06.01.071.9400;Επιχορηγήσεις απο τον Π/Υ Δημοσίων Επενδύσεων;720.698,81;-222.738,44;497.960,37;286.419,92;211.540,45;286.419,92;0,00;286.419,92;211.540,45;286.419,92;211.540,45;0,00;0,00;-286.419,92;497.960,37
06.01.071.9450;Επιχορηγήσεις από το περιφερειακό πρόγραμμα Δ.Ε.;720.698,81;-716.000,00;4.698,81;6.196,71;-1.497,90;6.196,71;0,00;6.196,71;-1.497,90;6.196,71;-1.497,90;0,00;0,00;-6.196,71;4.698,81
06.01.071.9452;Επιχορηγήσεις για Εγγειοβελτιωτικά Έργα - Βιομηχανία - Ενέργεια - Βιοτεχνία;486.721,15;-486.000,00;721,15;0,00;721,15;0,00;0,00;0,00;721,15;0,00;721,15;0,00;0,00;0,00;721,15
06.01.071.9452.α;Επιχορηγήσεις για Εγγειοβελτιωτικά Έργα;486.721,15;-486.000,00;721,15;0,00;721,15;0,00;0,00;0,00;721,15;0,00;721,15;0,00;0,00;0,00;721,15
06.01.071.9452.α.3;Επιχορηγήσεις για Εγγειοβλετιωτικά Έργα - ΣΑΝΑ3;486.721,15;-486.000,00;721,15;0,00;721,15;0,00;0,00;0,00;721,15;0,00;721,15;0,00;0,00;0,00;721,15
06.01.071.9452.α.3.1;Επιχορηγήσεις για Εγγειοβλετιωτικά Έργα - ΣΑΝΑ3;486.721,15;-486.000,00;721,15;0,00;721,15;0,00;0,00;0,00;721,15;0,00;721,15;0,00;0,00;0,00;721,15
06.01.071.9459;Επιχορηγήσεις για διάφορα έργα;233.977,66;-230.000,00;3.977,66;6.196,71;-2.219,05;6.196,71;0,00;6.196,71;-2.219,05;6.196,71;-2.219,05;0,00;0,00;-6.196,71;3.977,66
06.01.071.9459.α;Επιχορηγήσεις για διάφορα έργα;233.977,66;-230.000,00;3.977,66;6.196,71;-2.219,05;6.196,71;0,00;6.196,71;-2.219,05;6.196,71;-2.219,05;0,00;0,00;-6.196,71;3.977,66
06.01.071.9459.α.1;Επιχορηγήσεις για διάφορα έργα - Τόκοι;0,00;0,00;0,00;6.196,71;-6.196,71;6.196,71;0,00;6.196,71;-6.196,71;6.196,71;-6.196,71;0,00;0,00;-6.196,71;0,00
06.01.071.9459.α.3;Επιχορηγήσεις για διάφορα έργα ΣΑΝΑ 3;233.977,66;-230.000,00;3.977,66;0,00;3.977,66;0,00;0,00;0,00;3.977,66;0,00;3.977,66;0,00;0,00;0,00;3.977,66
06.01.071.9459.α.3.9;Επιχορηγήσεις  για διάφορα έργα - ΣΑΝΑ 3 Αποκατάσταση χώρων ανεξέλεγκτης διάθεσης απορριμάτων (ΧΑΔΑ) Ν. Θεσ/νίκης Β ΦΑΣΗ;233.977,66;-230.000,00;3.977,66;0,00;3.977,66;0,00;0,00;0,00;3.977,66;0,00;3.977,66;0,00;0,00;0,00;3.977,66
06.01.071.9470;Επιχορηγήσεις διαφόρων Υπουργείων για ειδικά έργα προγράμματος Δ.Ε.;0,00;493.261,56;493.261,56;280.223,21;213.038,35;280.223,21;0,00;280.223,21;213.038,35;280.223,21;213.038,35;0,00;0,00;-280.223,21;493.261,56
06.01.071.9472;Επιχορηγήσεις Υπουργείου Εθνικής Παιδειάς;0,00;201.721,56;201.721,56;42.276,02;159.445,54;42.276,02;0,00;42.276,02;159.445,54;42.276,02;159.445,54;0,00;0,00;-42.276,02;201.721,56
06.01.071.9472.α;Πρόγραμμα Σχολικής Στέγης;0,00;201.721,56;201.721,56;42.276,02;159.445,54;42.276,02;0,00;42.276,02;159.445,54;42.276,02;159.445,54;0,00;0,00;-42.276,02;201.721,56
06.01.071.9472.α.1;Πρόγραμμα Σχολικής Στέγης (002153-95).;0,00;201.721,56;201.721,56;42.276,02;159.445,54;42.276,02;0,00;42.276,02;159.445,54;42.276,02;159.445,54;0,00;0,00;-42.276,02;201.721,56
06.01.071.9479;Επιχορηγήσεις άλλων Υπουργείων;0,00;291.540,00;291.540,00;237.947,19;53.592,81;237.947,19;0,00;237.947,19;53.592,81;237.947,19;53.592,81;0,00;0,00;-237.947,19;291.540,00
06.01.071.9479.στ;Επιχορηγήσεις  - Υπουργείου Εργασίας;0,00;291.540,00;291.540,00;237.947,19;53.592,81;237.947,19;0,00;237.947,19;53.592,81;237.947,19;53.592,81;0,00;0,00;-237.947,19;291.540,00
06.01.071.9900;Επιχορηγήσεις ΕΕ για λοιπούς σκοπούς;56.125,50;0,00;56.125,50;5.225,28;50.900,22;5.225,28;0,00;5.225,28;50.900,22;5.225,28;50.900,22;0,00;0,00;-5.225,28;56.125,50
06.01.071.9910;Επνδύσεις από έσοδα Ευρωπαϊκής Ένωσης.;56.125,50;0,00;56.125,50;5.225,28;50.900,22;5.225,28;0,00;5.225,28;50.900,22;5.225,28;50.900,22;0,00;0,00;-5.225,28;56.125,50
06.01.071.9919;Επιχορηγήσεις για λοιπούς σκοπούς;56.125,50;0,00;56.125,50;5.225,28;50.900,22;5.225,28;0,00;5.225,28;50.900,22;5.225,28;50.900,22;0,00;0,00;-5.225,28;56.125,50
06.01.071.9919.0;Επιχορηγήσεις για λοιπούς σκοπούς;56.125,50;0,00;56.125,50;5.225,28;50.900,22;5.225,28;0,00;5.225,28;50.900,22;5.225,28;50.900,22;0,00;0,00;-5.225,28;56.125,50
06.01.071.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;4.001.406,93;109.332,35;4.110.739,28;0,00;4.110.739,28;0,00;0,00;0,00;4.110.739,28;0,00;4.110.739,28;0,00;0,00;0,00;4.110.739,28
06.01.071.Τ110;Ταμειακό υπόλοιπο για την κάλυψη έργων του Π.Δ.Ε. ή έργων ΣΑΝΑ (Τράπεζα Ελλάδος);3.338.437,58;65.652,56;3.404.090,14;0,00;3.404.090,14;0,00;0,00;0,00;3.404.090,14;0,00;3.404.090,14;0,00;0,00;0,00;3.404.090,14
06.01.071.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);662.969,35;43.679,79;706.649,14;0,00;706.649,14;0,00;0,00;0,00;706.649,14;0,00;706.649,14;0,00;0,00;0,00;706.649,14
06.01.151;ΥΓΕΙΑΣ & ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;10.850.000,00;42.985,84;10.892.985,84;7.450.716,93;3.442.268,91;7.450.716,93;0,00;7.450.716,93;3.442.268,91;7.450.716,93;3.442.268,91;0,00;0,00;-7.450.716,93;10.892.985,84
06.01.151.0000;Επιχορηγήσεις;2.350.000,00;0,00;2.350.000,00;1.579.630,00;770.370,00;1.579.630,00;0,00;1.579.630,00;770.370,00;1.579.630,00;770.370,00;0,00;0,00;-1.579.630,00;2.350.000,00
06.01.151.0100;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;2.350.000,00;0,00;2.350.000,00;1.579.630,00;770.370,00;1.579.630,00;0,00;1.579.630,00;770.370,00;1.579.630,00;770.370,00;0,00;0,00;-1.579.630,00;2.350.000,00
06.01.151.0130;Επιχορηγήσεις για άσκηση κοινωνικής πρόνοιας;0,00;0,00;0,00;280.000,00;-280.000,00;280.000,00;0,00;280.000,00;-280.000,00;280.000,00;-280.000,00;0,00;0,00;-280.000,00;0,00
06.01.151.0139;Επιχορηγήσεις για λοιπές δαπάνες άσκησης κοινωνικής πρόνοιας;0,00;0,00;0,00;280.000,00;-280.000,00;280.000,00;0,00;280.000,00;-280.000,00;280.000,00;-280.000,00;0,00;0,00;-280.000,00;0,00
06.01.151.0150;Επιχορηγήσεις για την κάλυψη του κόστους κρατικών αρμοδιοτήτων που μεταβιβάστηκαν στις Περιφέρειες.;2.350.000,00;0,00;2.350.000,00;1.299.630,00;1.050.370,00;1.299.630,00;0,00;1.299.630,00;1.050.370,00;1.299.630,00;1.050.370,00;0,00;0,00;-1.299.630,00;2.350.000,00
06.01.151.0158;Επιχορήγηση (002513-79).;2.350.000,00;0,00;2.350.000,00;1.299.630,00;1.050.370,00;1.299.630,00;0,00;1.299.630,00;1.050.370,00;1.299.630,00;1.050.370,00;0,00;0,00;-1.299.630,00;2.350.000,00
06.01.151.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;8.500.000,00;0,00;8.500.000,00;5.800.000,00;2.700.000,00;5.800.000,00;0,00;5.800.000,00;2.700.000,00;5.800.000,00;2.700.000,00;0,00;0,00;-5.800.000,00;8.500.000,00
06.01.151.1200;Έσοδα από τέλη και δικαιώματα;8.500.000,00;0,00;8.500.000,00;5.800.000,00;2.700.000,00;5.800.000,00;0,00;5.800.000,00;2.700.000,00;5.800.000,00;2.700.000,00;0,00;0,00;-5.800.000,00;8.500.000,00
06.01.151.1250;Έσοδα Περιφερειών  από Κεντρικούς Αυτοτελείς Πόρους.;8.500.000,00;0,00;8.500.000,00;5.800.000,00;2.700.000,00;5.800.000,00;0,00;5.800.000,00;2.700.000,00;5.800.000,00;2.700.000,00;0,00;0,00;-5.800.000,00;8.500.000,00
06.01.151.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;8.500.000,00;0,00;8.500.000,00;5.800.000,00;2.700.000,00;5.800.000,00;0,00;5.800.000,00;2.700.000,00;5.800.000,00;2.700.000,00;0,00;0,00;-5.800.000,00;8.500.000,00
06.01.151.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;31.104,52;31.104,52;54.001,44;-22.896,92;54.001,44;0,00;54.001,44;-22.896,92;54.001,44;-22.896,92;0,00;0,00;-54.001,44;31.104,52
06.01.151.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;31.104,52;31.104,52;54.001,44;-22.896,92;54.001,44;0,00;54.001,44;-22.896,92;54.001,44;-22.896,92;0,00;0,00;-54.001,44;31.104,52
06.01.151.3510;Τόκοι  κεφαλαίων;0,00;31.104,52;31.104,52;54.001,44;-22.896,92;54.001,44;0,00;54.001,44;-22.896,92;54.001,44;-22.896,92;0,00;0,00;-54.001,44;31.104,52
06.01.151.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;31.104,52;31.104,52;54.001,44;-22.896,92;54.001,44;0,00;54.001,44;-22.896,92;54.001,44;-22.896,92;0,00;0,00;-54.001,44;31.104,52
06.01.151.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (002162-93);0,00;0,00;0,00;728,81;-728,81;728,81;0,00;728,81;-728,81;728,81;-728,81;0,00;0,00;-728,81;0,00
06.01.151.3511.ι;Τόκοι από καταθέσεις σε Τράπεζες (002490-5);0,00;31.104,52;31.104,52;51.607,78;-20.503,26;51.607,78;0,00;51.607,78;-20.503,26;51.607,78;-20.503,26;0,00;0,00;-51.607,78;31.104,52
06.01.151.3511.λ;Τόκοι από καταθέσεις σε Τράπεζες (002513-79).;0,00;0,00;0,00;1.664,85;-1.664,85;1.664,85;0,00;1.664,85;-1.664,85;1.664,85;-1.664,85;0,00;0,00;-1.664,85;0,00
06.01.151.5000;Λοιπά Εσοδα;0,00;11.881,32;11.881,32;17.085,49;-5.204,17;17.085,49;0,00;17.085,49;-5.204,17;17.085,49;-5.204,17;0,00;0,00;-17.085,49;11.881,32
06.01.151.5500;Επιστροφές Χρημάτων;0,00;11.881,32;11.881,32;17.085,49;-5.204,17;17.085,49;0,00;17.085,49;-5.204,17;17.085,49;-5.204,17;0,00;0,00;-17.085,49;11.881,32
06.01.151.5520;Επιστροφές χρημάτων που καταβλήθηκαν χωρίς να οφείλονται.;0,00;11.881,32;11.881,32;17.085,49;-5.204,17;17.085,49;0,00;17.085,49;-5.204,17;17.085,49;-5.204,17;0,00;0,00;-17.085,49;11.881,32
06.01.151.5529;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;11.881,32;11.881,32;17.085,49;-5.204,17;17.085,49;0,00;17.085,49;-5.204,17;17.085,49;-5.204,17;0,00;0,00;-17.085,49;11.881,32
06.01.151.5529.β;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται 002490-47;0,00;11.881,32;11.881,32;17.085,49;-5.204,17;17.085,49;0,00;17.085,49;-5.204,17;17.085,49;-5.204,17;0,00;0,00;-17.085,49;11.881,32
06.01.153;ΥΠΗΡΕΣΙΕΣ ΠΑΙΔΙΚΩΝ ΕΞΟΧΩΝ - ΚΑΤΑΣΚΗΝΩΣΕΩΝ;0,00;0,00;0,00;1.544,41;-1.544,41;1.544,41;0,00;1.544,41;-1.544,41;1.544,41;-1.544,41;0,00;0,00;-1.544,41;0,00
06.01.153.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;1.544,41;-1.544,41;1.544,41;0,00;1.544,41;-1.544,41;1.544,41;-1.544,41;0,00;0,00;-1.544,41;0,00
06.01.153.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;1.544,41;-1.544,41;1.544,41;0,00;1.544,41;-1.544,41;1.544,41;-1.544,41;0,00;0,00;-1.544,41;0,00
06.01.153.3510;Τόκοι κεφαλαίων;0,00;0,00;0,00;1.544,41;-1.544,41;1.544,41;0,00;1.544,41;-1.544,41;1.544,41;-1.544,41;0,00;0,00;-1.544,41;0,00
06.01.153.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;1.544,41;-1.544,41;1.544,41;0,00;1.544,41;-1.544,41;1.544,41;-1.544,41;0,00;0,00;-1.544,41;0,00
06.01.153.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002145-43).;0,00;0,00;0,00;47,65;-47,65;47,65;0,00;47,65;-47,65;47,65;-47,65;0,00;0,00;-47,65;0,00
06.01.153.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (002515-68).;0,00;0,00;0,00;1.496,76;-1.496,76;1.496,76;0,00;1.496,76;-1.496,76;1.496,76;-1.496,76;0,00;0,00;-1.496,76;0,00
06.01.191;ΥΠΗΡΕΣΙΕΣ ΠΡΩΤΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ;4.501.920,00;5.532.221,15;10.034.141,15;6.203.296,76;3.830.844,39;6.203.296,76;0,00;6.203.296,76;3.830.844,39;6.203.296,76;3.830.844,39;0,00;0,00;-6.203.296,76;10.034.141,15
06.01.191.1000;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;2.576.400,00;4.538.181,39;7.114.581,39;6.049.275,97;1.065.305,42;6.049.275,97;0,00;6.049.275,97;1.065.305,42;6.049.275,97;1.065.305,42;0,00;0,00;-6.049.275,97;7.114.581,39
06.01.191.1200;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;2.576.400,00;4.538.181,39;7.114.581,39;6.049.275,97;1.065.305,42;6.049.275,97;0,00;6.049.275,97;1.065.305,42;6.049.275,97;1.065.305,42;0,00;0,00;-6.049.275,97;7.114.581,39
06.01.191.1250;Έσοδα  Περιφερειών από Κεντρικούς Αυτοτελείς Πόρους;2.576.400,00;4.538.181,39;7.114.581,39;6.049.275,97;1.065.305,42;6.049.275,97;0,00;6.049.275,97;1.065.305,42;6.049.275,97;1.065.305,42;0,00;0,00;-6.049.275,97;7.114.581,39
06.01.191.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;2.576.400,00;4.538.181,39;7.114.581,39;6.049.275,97;1.065.305,42;6.049.275,97;0,00;6.049.275,97;1.065.305,42;6.049.275,97;1.065.305,42;0,00;0,00;-6.049.275,97;7.114.581,39
06.01.191.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;45.256,26;45.256,26;154.020,79;-108.764,53;154.020,79;0,00;154.020,79;-108.764,53;154.020,79;-108.764,53;0,00;0,00;-154.020,79;45.256,26
06.01.191.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;45.256,26;45.256,26;154.020,79;-108.764,53;154.020,79;0,00;154.020,79;-108.764,53;154.020,79;-108.764,53;0,00;0,00;-154.020,79;45.256,26
06.01.191.3510;Τόκοι κεφαλαίων.;0,00;45.256,26;45.256,26;154.020,79;-108.764,53;154.020,79;0,00;154.020,79;-108.764,53;154.020,79;-108.764,53;0,00;0,00;-154.020,79;45.256,26
06.01.191.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;45.256,26;45.256,26;154.020,79;-108.764,53;154.020,79;0,00;154.020,79;-108.764,53;154.020,79;-108.764,53;0,00;0,00;-154.020,79;45.256,26
06.01.191.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002144-00)-(κατανομή).;0,00;45.256,26;45.256,26;153.686,28;-108.430,02;153.686,28;0,00;153.686,28;-108.430,02;153.686,28;-108.430,02;0,00;0,00;-153.686,28;45.256,26
06.01.191.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (002498-03).;0,00;0,00;0,00;334,51;-334,51;334,51;0,00;334,51;-334,51;334,51;-334,51;0,00;0,00;-334,51;0,00
06.01.191.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;1.925.520,00;948.783,50;2.874.303,50;0,00;2.874.303,50;0,00;0,00;0,00;2.874.303,50;0,00;2.874.303,50;0,00;0,00;0,00;2.874.303,50
06.01.191.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2478-18);1.925.520,00;948.783,50;2.874.303,50;0,00;2.874.303,50;0,00;0,00;0,00;2.874.303,50;0,00;2.874.303,50;0,00;0,00;0,00;2.874.303,50
06.01.192;ΥΠΗΡΕΣΙΕΣ ΔΕΥΤΕΡΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ;5.362.980,00;5.575.577,64;10.938.557,64;6.094.532,19;4.844.025,45;6.094.532,19;0,00;6.094.532,19;4.844.025,45;6.094.532,19;4.844.025,45;0,00;0,00;-6.094.532,19;10.938.557,64
06.01.192.1000;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;3.064.560,00;4.881.537,89;7.946.097,89;6.049.275,94;1.896.821,95;6.049.275,94;0,00;6.049.275,94;1.896.821,95;6.049.275,94;1.896.821,95;0,00;0,00;-6.049.275,94;7.946.097,89
06.01.192.1200;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;3.064.560,00;4.881.537,89;7.946.097,89;6.049.275,94;1.896.821,95;6.049.275,94;0,00;6.049.275,94;1.896.821,95;6.049.275,94;1.896.821,95;0,00;0,00;-6.049.275,94;7.946.097,89
06.01.192.1250;Έσοδα Περιφερειών από Κεντρικούς Αυτοτελείς Πόρους.;3.064.560,00;4.881.537,89;7.946.097,89;6.049.275,94;1.896.821,95;6.049.275,94;0,00;6.049.275,94;1.896.821,95;6.049.275,94;1.896.821,95;0,00;0,00;-6.049.275,94;7.946.097,89
06.01.192.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;3.064.560,00;4.881.537,89;7.946.097,89;6.049.275,94;1.896.821,95;6.049.275,94;0,00;6.049.275,94;1.896.821,95;6.049.275,94;1.896.821,95;0,00;0,00;-6.049.275,94;7.946.097,89
06.01.192.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;45.256,25;45.256,25;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;0,00;0,00;-45.256,25;45.256,25
06.01.192.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;45.256,25;45.256,25;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;0,00;0,00;-45.256,25;45.256,25
06.01.192.3510;Τόκοι  κεφαλαίων.;0,00;45.256,25;45.256,25;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;0,00;0,00;-45.256,25;45.256,25
06.01.192.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;45.256,25;45.256,25;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;0,00;0,00;-45.256,25;45.256,25
06.01.192.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002478-18)-(κατανομή).;0,00;45.256,25;45.256,25;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;45.256,25;0,00;0,00;0,00;-45.256,25;45.256,25
06.01.192.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;2.298.420,00;648.783,50;2.947.203,50;0,00;2.947.203,50;0,00;0,00;0,00;2.947.203,50;0,00;2.947.203,50;0,00;0,00;0,00;2.947.203,50
06.01.192.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2478-18);2.298.420,00;648.783,50;2.947.203,50;0,00;2.947.203,50;0,00;0,00;0,00;2.947.203,50;0,00;2.947.203,50;0,00;0,00;0,00;2.947.203,50
06.01.291;ΥΠΗΡΕΣΙΕΣ ΓΕΩΡΓΙΑΣ;52.000,00;88.060,68;140.060,68;51.038,00;89.022,68;51.038,00;0,00;51.038,00;89.022,68;51.038,00;89.022,68;0,00;0,00;-51.038,00;140.060,68
06.01.291.0000;Επιχορηγήσεις;39.000,00;43.380,83;82.380,83;49.433,30;32.947,53;49.433,30;0,00;49.433,30;32.947,53;49.433,30;32.947,53;0,00;0,00;-49.433,30;82.380,83
06.01.291.0100;Επιχορηγήσεις από τον τακτικό κρατικό προϋπολογισμό;32.000,00;32.210,00;64.210,00;43.467,00;20.743,00;43.467,00;0,00;43.467,00;20.743,00;43.467,00;20.743,00;0,00;0,00;-43.467,00;64.210,00
06.01.291.0150;Επιχορήγηση  για την κάλυψη του κόστους κρατικών αρμοδιοτήτων που μεταβιβάστηκαν στις Περιφέρειες.;32.000,00;32.000,00;64.000,00;43.467,00;20.533,00;43.467,00;0,00;43.467,00;20.533,00;43.467,00;20.533,00;0,00;0,00;-43.467,00;64.000,00
06.01.291.0159;Επιχορήγηση  για λοιπές δαπάνες;32.000,00;32.000,00;64.000,00;43.467,00;20.533,00;43.467,00;0,00;43.467,00;20.533,00;43.467,00;20.533,00;0,00;0,00;-43.467,00;64.000,00
